# t   L2_u
4.42 659.316 205.546
4.44 662.387 207.047
4.46 666.29 208.558
4.48 671.073 210.077
4.5 675.837 211.606
4.52 679.824 213.145
4.54 683.027 214.693
4.56 687.643 216.25
4.58 691.442 217.817
4.6 695.289 219.394
4.62 699.081 220.981
4.64 702.841 222.578
4.66 706.608 224.184
4.68 711.869 225.8
4.7 715.601 227.427
4.72 719.556 229.063
4.74 723.519 230.709
4.76 727.542 232.366
4.78 731.516 234.033
4.8 735.473 235.71
4.82 739.428 237.398
4.84 744.213 239.096
4.86 747.96 240.804
4.88 753.407 242.523
4.9 757.278 244.252
4.92 761.899 245.993
4.94 765.645 247.743
4.96 769.518 249.505
4.98 774.018 251.278
